City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
472,Maharajganj,IN,27.1333,83.5667,75.02,6,0,3.98,clear sky
473,Iquique,CL,-20.2208,-70.1431,73.4,60,0,19.57,moderate rain
474,Hay River,CA,60.8156,-115.7999,15.8,73,100,12.66,overcast clouds
475,Erenhot,CN,43.6475,111.9767,41.58,23,59,0.98,broken clouds
476,Ternate,ID,0.8,127.4,80.4,82,100,7.78,overcast clouds
477,Santa Lucia,ES,27.9117,-15.5407,69.01,56,20,18.41,few clouds
478,Kristiinankaupunki,FI,62.2743,21.376,37.29,81,98,21.07,light rain
479,Coruripe,BR,-10.1256,-36.1756,84.24,64,41,10.78,scattered clouds
480,Bavaniste,RS,44.8189,20.8758,45.0,81,40,6.91,scattered clouds
481,Ventspils,LV,57.3894,21.5606,39.2,93,90,26.46,overcast clouds
482,Pavlodar,KZ,52.3,76.95,37.4,56,0,13.42,clear sky
483,Trofors,NO,65.5333,13.4063,32.0,93,90,1.14,snow
484,Waipawa,NZ,-41.4122,175.5153,64.99,82,75,19.57,broken clouds
485,Bismarck,US,46.8083,-100.7837,62.01,26,1,13.8,clear sky
486,Cabo San Lucas,MX,22.8909,-109.9124,89.01,20,1,3.44,clear sky
487,Impfondo,CG,1.6381,18.0667,77.67,75,94,2.86,overcast clouds
488,Severo-Kurilsk,RU,50.6789,156.125,28.24,84,85,13.67,overcast clouds
489,Lubango,AO,-14.9172,13.4925,64.56,67,99,5.32,overcast clouds
490,Rabaul,PG,-4.1967,152.1721,78.93,79,99,5.23,light rain
491,Muravlenko,RU,63.7898,74.523,32.47,97,100,13.67,overcast clouds
492,Arrifes,PT,37.7667,-25.7,60.8,94,40,13.8,scattered clouds
493,Gorontalo,ID,0.5412,123.0595,75.78,93,94,3.65,overcast clouds
494,Roswell,US,34.0232,-84.3616,70.0,24,1,8.05,clear sky
495,Zhangye,CN,38.9342,100.4517,47.12,50,30,9.91,scattered clouds
496,Leh,IN,34.1667,77.5833,36.21,73,100,3.8,overcast clouds
497,Amapa,BR,1.0,-52.0,79.93,92,94,4.29,moderate rain
498,Ponta Delgada,PT,37.7333,-25.6667,60.8,94,40,13.8,scattered clouds
499,Davila,PH,18.4726,120.5763,78.75,75,4,17.45,clear sky
500,Bom Conselho,BR,-9.1697,-36.6797,78.75,66,70,11.74,broken clouds
501,Ranong,TH,9.9658,98.6348,78.26,85,83,3.0,broken clouds
502,Guerrero,MX,17.6667,-100.0,87.57,25,0,5.28,clear sky
503,Gweta,BW,-20.1833,25.2333,81.46,31,1,5.88,clear sky
504,Breyten,ZA,-26.3018,29.987,58.71,48,7,3.74,clear sky
505,The Valley,AI,18.217,-63.0578,84.2,69,75,13.8,broken clouds
506,Matata,NZ,-37.8833,176.75,55.99,79,10,1.01,clear sky
507,Petropavl,KZ,54.8753,69.1628,32.32,91,100,7.83,overcast clouds
508,Ozernovskiy,RU,51.5,156.5167,29.12,93,100,21.47,snow
509,Aswan,EG,24.0934,32.907,75.43,7,0,11.56,clear sky
510,Moyobamba,PE,-6.05,-76.9667,70.92,90,100,0.98,overcast clouds
511,Wynyard,AU,-41.0,145.7167,53.62,81,12,6.89,few clouds
512,Altay,CN,47.8667,88.1167,37.26,37,3,11.61,clear sky
513,Geraldton,AU,-28.7667,114.6,73.4,83,75,12.66,broken clouds
514,Camacha,PT,33.0833,-16.3333,64.4,68,40,5.75,scattered clouds
515,Mumford,GH,5.2618,-0.759,81.86,82,31,11.74,scattered clouds
516,Zagare,LT,56.3592,23.25,41.0,56,0,9.22,clear sky
517,Mandapeta,IN,16.8667,81.9333,77.97,86,68,4.56,broken clouds
518,Faya,SA,18.3851,42.4509,71.6,49,0,9.22,clear sky
519,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,77.94,11,0,2.26,clear sky
520,Rodrigues Alves,BR,-7.738,-72.6509,84.2,79,75,3.44,broken clouds
521,Platanos,GR,37.6667,21.6167,62.6,88,40,9.22,scattered clouds
522,Siuna,NI,13.7332,-84.7773,84.16,59,59,10.56,broken clouds
523,Samdari,IN,25.8167,72.5833,88.18,15,0,9.95,clear sky
524,Gaspe,CA,48.8334,-64.4819,30.2,80,90,6.91,snow
525,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.4,86,75,2.24,broken clouds
526,Erzin,TR,36.9559,36.2,61.0,76,14,1.01,few clouds
527,Lakhna,IN,26.65,79.15,83.34,6,1,3.44,clear sky
528,Eguia,PH,15.9065,119.8858,78.08,80,1,2.06,clear sky
529,Henties Bay,NA,-22.116,14.2845,68.0,81,3,5.99,clear sky
530,Gopalpur,IN,19.2667,84.9167,78.78,87,1,9.6,clear sky
531,Kangavar,IR,34.5043,47.9653,50.14,34,0,3.8,clear sky
532,Pechenga,RU,69.5259,31.1703,33.8,93,75,16.11,light rain
533,Talara,PE,-4.5772,-81.2719,89.6,48,0,12.66,clear sky
534,Yako,BF,12.9667,-2.2667,95.68,5,2,5.19,clear sky
535,Dukat,RU,62.55,155.55,-17.34,97,96,4.27,overcast clouds
536,Maracacume,BR,-2.0428,-45.9592,83.1,81,81,6.17,moderate rain
537,Turkmenabat,TM,39.0733,63.5786,51.8,46,8,6.91,clear sky
538,Kolpny,RU,52.2282,37.0368,34.74,84,37,4.47,scattered clouds
539,Raudeberg,NO,61.9875,5.1352,30.99,93,100,33.82,light snow
540,Rocha,UY,-34.4833,-54.3333,77.95,55,14,7.94,few clouds
541,Komsomolskiy,UZ,40.4272,71.7189,48.2,87,75,4.61,mist
542,Correntina,BR,-13.3433,-44.6367,93.42,29,54,4.92,broken clouds
543,Tibati,CM,6.4667,12.6333,81.05,21,25,2.3,scattered clouds
544,Ulladulla,AU,-35.35,150.4667,66.2,88,75,8.05,broken clouds
545,Limbang,MY,4.75,115.0,78.8,94,75,1.14,broken clouds
546,Weligama,LK,5.9667,80.4167,77.41,84,79,8.1,broken clouds
547,Vanimo,PG,-2.6741,141.3028,77.76,88,94,1.81,overcast clouds
548,Kununurra,AU,-15.7667,128.7333,69.8,94,89,1.14,overcast clouds
549,Athabasca,CA,54.7169,-113.2854,41.0,81,100,11.5,overcast clouds
550,Samarai,PG,-10.6167,150.6667,82.18,77,97,6.02,overcast clouds
551,Mareeba,AU,-17.0,145.4333,75.2,88,75,5.75,broken clouds
552,Kelamangalam,IN,12.6,77.85,87.01,32,20,1.14,few clouds
553,Zapolyarnyy,RU,69.4154,30.8136,33.8,93,75,16.11,light snow
554,Zlobin,HR,45.2924,14.6541,51.8,30,0,10.36,clear sky
555,Fredericksburg,US,38.3032,-77.4605,72.0,23,1,12.66,clear sky
556,Ilhabela,BR,-23.7781,-45.3581,76.41,78,88,5.39,overcast clouds
557,Thinadhoo,MV,0.5333,72.9333,83.41,76,50,16.4,scattered clouds
558,Terney,RU,45.0503,136.6092,32.49,63,1,5.7,clear sky
559,Sao Joao Da Barra,BR,-21.6403,-41.0511,84.2,54,40,16.11,scattered clouds
560,Caravelas,BR,-17.7125,-39.2481,81.95,62,77,9.31,broken clouds
561,Yenagoa,NG,4.9247,6.2642,83.12,70,100,8.99,overcast clouds
562,Zhirnovsk,RU,50.9845,44.7735,37.4,72,100,4.63,overcast clouds
563,Darnah,LY,32.767,22.6367,77.18,23,9,25.95,clear sky
564,Hamilton,US,39.1834,-84.5333,70.0,32,1,6.31,clear sky
565,Acarau,BR,-2.8856,-40.12,84.0,73,100,15.46,overcast clouds
566,Severnoye,RU,56.3491,78.3619,24.96,88,100,7.92,overcast clouds
567,Jumla,NP,29.2747,82.1838,45.1,23,30,4.9,scattered clouds
568,Mersing,MY,2.4312,103.8405,79.25,82,79,1.59,broken clouds
569,Solnechnyy,RU,50.7214,136.6319,25.95,56,7,3.29,clear sky
570,San Vicente,AR,-26.6167,-54.1333,82.69,42,59,1.39,broken clouds
571,Zhenhai,CN,24.2582,118.0905,64.4,77,90,13.42,overcast clouds
572,Valdivia,CL,-39.8142,-73.2459,66.2,63,0,5.75,clear sky
573,Port Augusta,AU,-32.5,137.7667,64.4,94,0,8.05,light rain
574,Sile,TR,41.1754,29.6133,51.01,93,75,18.41,broken clouds
575,Goundam,ML,16.4145,-3.6708,94.24,5,4,4.7,clear sky
576,Haines Junction,CA,60.7522,-137.5108,19.4,68,100,2.3,overcast clouds
577,Ambanja,MG,-13.6833,48.45,76.42,91,24,2.8,light rain
578,Wanganui,NZ,-39.9333,175.05,60.01,75,97,5.01,overcast clouds
579,Muisne,EC,0.6,-80.0333,80.6,100,90,6.91,light rain
580,Vao,NC,-22.6667,167.4833,75.78,61,65,21.41,broken clouds
581,Pecos,US,31.4229,-103.4932,63.0,67,90,10.36,overcast clouds
582,Manat,PH,7.5327,126.0173,82.4,78,75,6.91,broken clouds
583,General Pico,AR,-35.6566,-63.7568,82.92,40,1,13.44,clear sky
584,Saint-Joseph,RE,-21.3667,55.6167,78.8,73,0,3.44,clear sky
585,Vypolzovo,RU,57.8767,33.6986,33.26,78,100,8.46,overcast clouds
586,La Palma,US,33.8464,-118.0467,70.0,72,75,5.03,broken clouds
587,Klaksvik,FO,62.2266,-6.589,23.0,54,75,42.57,light snow
588,Charters Towers,AU,-20.1,146.2667,70.18,96,100,8.93,light rain
589,Bilma,NE,18.6853,12.9164,82.85,7,0,7.18,clear sky
590,Gravdal,NO,68.1214,13.5031,30.2,74,90,5.75,light snow
591,Yulara,AU,-25.2406,130.9889,66.2,39,0,5.75,clear sky
592,Touros,BR,-5.1989,-35.4608,77.0,94,40,16.11,scattered clouds
593,Oskarshamn,SE,57.2645,16.4484,46.0,75,20,14.0,few clouds
594,Goderich,CA,43.7501,-81.7165,42.8,75,14,8.05,few clouds
595,Trairi,BR,-3.2778,-39.2689,83.86,72,97,11.74,overcast clouds
596,Rathdrum,US,47.8137,-116.892,53.01,57,20,9.22,few clouds
597,Karasjok,NO,69.4719,25.5112,32.0,80,75,5.12,light snow
598,Naqadeh,IR,36.9553,45.388,47.46,62,15,6.73,few clouds
599,Emmett,US,43.8735,-116.4993,66.0,31,28,1.01,scattered clouds
600,Rio Tercero,AR,-32.173,-64.1141,77.0,56,85,4.0,overcast clouds
601,Pyinmana,MM,19.7333,96.2167,70.86,81,95,3.71,overcast clouds
602,Haimen,CN,23.1935,116.6142,68.0,77,90,6.71,overcast clouds
603,Bradesti,RO,44.4833,23.6333,45.0,84,100,1.01,overcast clouds
604,Porto Belo,BR,-27.1578,-48.5531,78.8,65,20,8.05,few clouds
605,Bubaque,GW,11.2833,-15.8333,75.42,73,93,14.36,overcast clouds
606,Velikooktyabrskiy,RU,57.4333,33.8159,32.0,83,100,7.76,overcast clouds
607,Kasangulu,CD,-4.5911,15.1708,86.0,70,75,6.91,broken clouds
608,Nemuro,JP,43.3236,145.575,32.32,85,100,17.07,snow
609,Hanzhong,CN,33.0728,107.0303,47.21,87,100,1.12,light rain
610,Manggar,ID,-2.8833,108.2667,80.19,81,94,5.82,overcast clouds
611,Kavaratti,IN,10.5669,72.642,82.65,69,63,12.73,broken clouds
612,Belawan,ID,3.7755,98.6832,78.8,100,75,3.44,broken clouds
613,Illkirch-Graffenstaden,FR,48.5289,7.7152,57.2,35,0,3.44,clear sky
614,Chebsara,RU,59.2002,38.8356,37.4,65,40,4.47,light rain
615,Hailar,CN,49.2,119.7,37.13,57,67,12.75,broken clouds
616,Belle Fourche,US,44.6714,-103.8522,73.0,16,1,11.5,clear sky
617,Tessalit,ML,20.1986,1.0114,90.41,5,0,3.89,clear sky
618,Pyu,MM,18.4833,96.4333,71.6,89,100,0.4,overcast clouds
619,Dubai,AE,25.2582,55.3047,78.8,53,0,9.22,clear sky
620,Belaya Gora,RU,68.5333,146.4167,-6.52,98,100,6.46,overcast clouds
621,Yaring,TH,6.8662,101.3689,79.29,83,98,4.32,overcast clouds
622,Silvassa,IN,20.2667,73.0167,77.83,76,5,3.31,clear sky
623,Yumen,CN,40.2833,97.2,42.57,50,20,14.83,few clouds
624,Medvedka,RU,61.1629,46.387,27.77,93,92,4.38,overcast clouds
625,Qasigiannguit,GL,68.8193,-51.1922,19.4,53,40,9.22,scattered clouds
626,Bardiyah,LY,31.7561,25.0865,73.81,27,0,12.03,clear sky
627,Voyvozh,RU,62.892,54.9635,19.81,96,63,2.19,broken clouds
628,Chernenko,RU,44.365,39.3103,50.95,74,100,7.92,light rain
629,Bijie,CN,27.3125,105.2942,50.16,87,100,4.29,light rain
630,Busembatia,UG,0.7697,33.6131,66.2,94,99,5.61,moderate rain
631,Ler,SS,8.3018,30.1418,91.51,16,72,5.3,broken clouds
632,Santa Helena,BR,-2.2311,-45.3,81.79,87,92,5.35,overcast clouds
633,Praia Da Vitoria,PT,38.7333,-27.0667,61.0,82,75,10.67,broken clouds
634,Baza,ES,37.4907,-2.7726,55.0,72,70,7.49,broken clouds
635,Sandwick,GB,60.0,-1.25,30.2,86,75,29.93,light snow
636,Ashqelon,IL,31.6693,34.5715,64.0,26,0,11.88,clear sky
637,Champerico,GT,14.3,-91.9167,87.8,62,20,12.37,few clouds
638,Manaure,CO,11.7751,-72.4445,85.37,59,87,15.99,overcast clouds
639,Kawalu,ID,-7.3817,108.2082,73.27,98,100,1.16,overcast clouds
640,Pogradec,AL,40.9025,20.6525,44.83,94,100,5.95,overcast clouds
641,Santa Marta,CO,11.2408,-74.199,83.03,70,79,13.02,broken clouds
642,Archidona,ES,37.0965,-4.3887,66.0,73,53,7.0,light rain
643,Borovoy,RU,55.4333,86.0833,33.8,51,0,2.3,clear sky
644,Ryotsu,JP,38.0833,138.4333,47.57,85,100,11.41,overcast clouds
645,Sotnikovskoye,RU,45.0039,43.7772,51.62,73,97,8.93,overcast clouds
646,Kungurtug,RU,50.5994,97.5228,19.33,92,59,1.95,broken clouds
647,Qidong,CN,31.8128,121.6561,51.01,67,0,11.88,clear sky
648,Mangai,CD,-4.05,19.5333,67.6,98,99,3.89,overcast clouds
649,Baymak,RU,52.5933,58.3225,32.83,98,99,7.74,overcast clouds
650,Carlsbad,US,33.1581,-117.3506,71.01,67,1,3.44,clear sky
651,Sokolo,ML,14.7328,-6.1219,100.49,4,3,6.98,clear sky
652,Kirensk,RU,57.7853,108.1119,16.25,88,99,5.97,overcast clouds
653,Baoshan,CN,46.5586,131.4244,37.09,40,31,10.27,scattered clouds
654,Kahului,US,20.8947,-156.47,69.8,100,40,12.66,moderate rain
655,Puerto Escondido,MX,15.85,-97.0667,86.0,79,1,6.91,clear sky
656,Turukhansk,RU,65.8167,87.9833,22.62,94,100,18.3,light snow
657,Iberia,US,29.9502,-91.7507,73.0,35,1,10.36,clear sky
658,Tucuma,BR,-0.1833,-50.05,83.05,81,52,6.4,broken clouds
659,Seydisehir,TR,37.4193,31.8453,46.51,85,74,5.91,broken clouds
660,Barcelos,PT,41.5388,-8.6151,66.2,45,0,14.97,clear sky
661,Mardin,TR,37.3131,40.7436,47.89,63,8,1.88,clear sky
662,Lasa,IT,46.6166,10.7002,62.6,39,0,6.91,clear sky
663,Teya,RU,60.3778,92.6267,32.92,97,100,6.13,overcast clouds
664,Bongandanga,CD,1.5,21.05,74.28,85,100,1.25,light rain
665,Plastun,RU,44.7561,136.2939,32.34,59,0,4.32,clear sky
666,Coahuayana,MX,18.7333,-103.6833,82.4,36,40,7.4,scattered clouds
667,Vaitape,PF,-16.5167,-151.75,81.37,76,26,10.09,scattered clouds
668,Aripuana,BR,-9.1667,-60.6333,79.84,76,100,1.01,overcast clouds
669,Kanturk,IE,52.1667,-8.9,50.0,71,75,9.22,broken clouds
670,Kindu,CD,-2.95,25.95,71.91,91,81,2.39,broken clouds
671,Bowling Green,US,36.9903,-86.4436,66.2,32,1,8.05,clear sky
672,Tabuk,PH,17.4189,121.4443,71.82,87,10,3.69,clear sky
673,Grand-Santi,GF,4.25,-54.3833,80.42,90,100,3.65,light rain
674,Krasnoarmeysk,RU,51.0239,45.6969,34.5,78,100,2.75,overcast clouds
675,Iqaluit,CA,63.7506,-68.5145,8.6,78,20,3.44,few clouds
676,Aranos,NA,-24.1333,19.1167,83.93,21,18,6.46,few clouds
677,Pervomayskoye,RU,43.919,46.7102,49.15,68,13,11.32,few clouds
678,Port Hedland,AU,-20.3167,118.5667,73.4,56,2,5.75,clear sky
679,Banda Aceh,ID,5.5577,95.3222,79.99,78,93,8.57,overcast clouds
680,Isparta,TR,38.0,31.0,50.0,81,75,3.44,light rain
681,Vostok,RU,46.4856,135.8833,20.95,75,1,5.75,clear sky
682,Byron Bay,AU,-28.65,153.6167,68.0,94,40,5.75,scattered clouds
683,Liling,CN,27.6667,113.5,53.6,100,75,6.71,mist
684,Vammala,FI,61.3333,22.9,39.0,70,0,14.97,clear sky
685,Ukiah,US,39.1502,-123.2078,55.4,58,40,4.61,scattered clouds
686,Atambua,ID,-9.1061,124.8925,73.78,94,100,15.99,moderate rain
687,Rio Grande,BR,-32.035,-52.0986,80.6,61,40,14.97,scattered clouds
688,Poya,NC,-21.35,165.15,73.31,83,94,6.91,overcast clouds
689,Sanandaj,IR,35.3144,46.9923,49.59,50,0,4.38,clear sky
690,Mahibadhoo,MV,3.7833,72.9667,84.47,72,7,13.02,clear sky
691,Vagur,FO,61.4732,-6.8119,26.2,66,100,44.22,light snow
692,Bintulu,MY,3.1667,113.0333,75.2,100,40,1.14,scattered clouds
693,Beringovskiy,RU,63.05,179.3167,-12.3,96,20,5.79,few clouds
694,Kirakira,SB,-10.4544,161.9205,79.21,86,86,4.65,overcast clouds
695,Nedelino,BG,41.45,25.0833,39.02,96,100,6.62,overcast clouds
696,Igarka,RU,67.4667,86.5833,16.09,93,100,16.28,light snow
697,Hurricane,US,37.1753,-113.2899,75.0,19,1,5.14,clear sky
698,Rzhev,RU,56.2624,34.3282,32.68,86,98,5.95,overcast clouds
699,Bonthe,SL,7.5264,-12.505,83.68,71,56,11.63,broken clouds
700,Caxito,AO,-8.5785,13.6643,80.6,78,40,4.61,scattered clouds
701,Freeport,US,40.6576,-73.5832,59.0,40,90,5.75,overcast clouds
702,Fenoarivo,MG,-18.933,47.4354,68.0,83,40,3.44,scattered clouds
703,Manga,BF,11.6636,-1.0731,96.22,7,1,5.7,clear sky
704,Multan,PK,30.1956,71.4753,82.4,36,40,9.22,haze
705,Linfen,CN,36.0889,111.5189,49.32,40,31,0.89,scattered clouds
706,Barra Bonita,BR,-22.4947,-48.5581,86.0,45,40,9.22,scattered clouds
707,Buraydah,SA,26.326,43.975,69.8,26,0,5.75,clear sky
708,Cozumel,MX,20.5083,-86.9458,80.6,54,40,19.57,scattered clouds
709,Fuyu,CN,45.1833,124.8167,42.57,29,0,10.45,clear sky
710,Banting,MY,2.8167,101.5,82.4,89,20,2.3,few clouds
