City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,Batemans Bay,AU,2021-04-01 18:25:18,-35.7167,150.1833,57.99,95,82,1.99
283,Karasburg,NA,2021-04-01 18:25:19,-28.0167,18.75,80.92,27,1,16.4
284,Yucca Valley,US,2021-04-01 18:25:19,34.1142,-116.4322,71.01,14,4,4.0
285,Sunndalsora,NO,2021-04-01 18:25:20,62.6754,8.5515,39.2,87,75,23.02
286,Bokoro,TD,2021-04-01 18:25:20,12.3807,17.0568,86.9,10,66,9.95
287,Cervo,ES,2021-04-01 18:22:41,43.6702,-7.4101,60.01,84,97,3.27
288,Nioro,GM,2021-04-01 18:25:21,13.35,-15.75,107.29,6,0,6.89
289,Bambous Virieux,MU,2021-04-01 18:25:21,-20.3428,57.7575,80.6,83,40,5.75
290,Santo Tomas,PH,2021-04-01 18:25:22,14.1079,121.1414,80.6,69,20,4.61
291,Banepa,NP,2021-04-01 18:25:22,27.6298,85.5214,55.4,71,20,3.44
292,Fort Myers Beach,US,2021-04-01 18:24:03,26.452,-81.9481,82.0,65,75,17.27
293,Bubaque,GW,2021-04-01 18:25:23,11.2833,-15.8333,77.0,72,10,16.71
294,Comodoro Rivadavia,AR,2021-04-01 18:21:25,-45.8667,-67.5,60.8,88,40,2.3
295,Puerto Ayacucho,VE,2021-04-01 18:24:02,5.6639,-67.6236,88.86,53,100,2.33
296,Houma,US,2021-04-01 18:25:24,29.5958,-90.7195,62.01,29,1,17.27
297,Bougouni,ML,2021-04-01 18:25:24,11.417,-7.479,100.56,8,7,6.2
298,Ostrovnoy,RU,2021-04-01 18:25:25,68.0531,39.5131,27.61,92,100,11.25
299,Klaksvik,FO,2021-04-01 18:25:25,62.2266,-6.589,44.6,87,75,13.8
300,Port Hardy,CA,2021-04-01 18:20:53,50.6996,-127.4199,44.6,70,75,6.91
301,Little Current,CA,2021-04-01 18:25:26,45.9793,-81.9248,30.0,26,50,14.97
302,Price,US,2021-04-01 18:25:26,39.5994,-110.8107,50.0,16,1,5.75
303,Gaziantep,TR,2021-04-01 18:25:27,37.0594,37.3825,46.4,71,0,6.98
304,Nikel,RU,2021-04-01 18:25:27,69.4128,30.222,33.8,86,90,3.44
305,Kenai,US,2021-04-01 18:25:28,60.5544,-151.2583,21.2,62,90,5.75
306,Waingapu,ID,2021-04-01 18:23:03,-9.6567,120.2641,76.26,92,100,6.13
307,Severo-Yeniseyskiy,RU,2021-04-01 18:25:28,60.3725,93.0408,17.26,96,100,2.01
308,Sorong,ID,2021-04-01 18:24:06,-0.8833,131.25,80.6,80,94,4.36
309,Ust-Ilimsk,RU,2021-04-01 18:25:29,58.0006,102.6619,7.14,97,94,3.87
310,Novyy Urgal,RU,2021-04-01 18:25:30,51.0736,132.5642,25.84,93,46,1.83
311,La Rioja,ES,2021-04-01 18:22:58,42.25,-2.5,64.99,42,0,5.75
312,Svetlyy,RU,2021-04-01 18:25:30,54.675,20.1347,37.4,93,75,6.71
313,Kayes,ML,2021-04-01 18:25:31,14.0,-11.0,105.71,5,16,12.37
314,Dimitrovgrad,RU,2021-04-01 18:25:31,54.2139,49.6184,39.2,87,90,13.42
315,Caravelas,BR,2021-04-01 18:25:32,-17.7125,-39.2481,82.67,72,58,8.03
316,Rudnya,RU,2021-04-01 18:25:32,54.947,31.0934,37.11,95,100,12.28
317,Labuhan,ID,2021-04-01 18:25:33,-6.8844,112.2051,78.15,86,100,13.24
318,Shingu,JP,2021-04-01 18:25:33,33.7333,135.9833,58.3,89,100,8.68
319,Samarai,PG,2021-04-01 18:25:34,-10.6167,150.6667,80.17,80,99,6.96
320,Birin,NP,2021-04-01 18:25:34,26.8865,88.0718,69.8,83,20,1.14
321,Reshetylivka,UA,2021-04-01 18:25:34,49.565,34.0782,50.4,57,100,6.44
322,Villablino,ES,2021-04-01 18:25:35,42.9393,-6.3194,64.0,39,88,1.99
323,Glens Falls,US,2021-04-01 18:25:35,43.3095,-73.644,41.0,81,90,11.5
324,Buraydah,SA,2021-04-01 18:25:36,26.326,43.975,89.6,33,75,9.22
325,Buala,SB,2021-04-01 18:25:36,-8.145,159.5921,80.06,84,99,6.4
326,Lata,PT,2021-04-01 18:21:11,40.1629,-8.3327,63.0,87,84,1.01
327,Partenit,UA,2021-04-01 18:25:37,44.578,34.3446,46.0,69,87,4.14
328,Beringovskiy,RU,2021-04-01 18:25:38,63.05,179.3167,20.14,95,100,10.69
329,Menzelinsk,RU,2021-04-01 18:25:38,55.7271,53.1026,35.6,93,90,20.13
330,Sudislavl,RU,2021-04-01 18:25:39,57.8817,41.7083,33.67,93,100,7.34
331,Toamasina,MG,2021-04-01 18:25:39,-18.1667,49.3833,77.0,94,75,4.61
332,Ankazoabo,MG,2021-04-01 18:25:40,-22.2833,44.5167,73.94,51,0,5.68
333,Gwadar,PK,2021-04-01 18:25:41,25.1216,62.3254,81.36,46,1,10.38
334,Muros,ES,2021-04-01 18:25:41,42.7762,-9.0603,62.01,82,88,6.02
335,Villa Maria,AR,2021-04-01 18:25:42,-32.4075,-63.2402,75.0,52,22,9.22
336,Faxinal,BR,2021-04-01 18:25:42,-24.0003,-51.3194,74.93,40,35,4.32
337,Adrar,MR,2021-04-01 18:22:23,20.5022,-10.0711,95.23,4,85,11.21
338,Anadyr,RU,2021-04-01 18:25:43,64.75,177.4833,14.0,85,75,11.18
339,Sirajganj,BD,2021-04-01 18:25:43,24.45,89.7167,78.75,76,0,15.01
340,Vila Velha,BR,2021-04-01 18:25:44,-20.3297,-40.2925,80.6,57,20,11.5
341,Kozhva,RU,2021-04-01 18:25:44,65.1073,57.0459,31.5,97,100,8.19
342,Port Augusta,AU,2021-04-01 18:25:45,-32.5,137.7667,64.0,71,0,6.91
343,Lorengau,PG,2021-04-01 18:25:45,-2.0226,147.2712,81.82,77,99,4.12
344,Eureka,US,2021-04-01 18:25:46,40.8021,-124.1637,64.99,71,1,6.91
345,Honningsvag,NO,2021-04-01 18:25:46,70.9821,25.9704,33.44,84,100,2.86
346,Santa Maria,BR,2021-04-01 18:25:47,-29.6842,-53.8069,77.0,50,75,8.05
347,Saint-Francois,FR,2021-04-01 18:25:47,46.4154,3.9054,68.0,40,0,5.75
348,Palmer,US,2021-04-01 18:25:48,42.1584,-72.3287,45.0,57,90,11.5
349,Narsaq,GL,2021-04-01 18:25:48,60.9167,-46.05,37.4,81,75,3.44
350,Flinders,AU,2021-04-01 18:25:49,-34.5833,150.8552,60.01,88,79,1.01
351,Victoria Point,AU,2021-04-01 18:25:49,-27.5833,153.3,66.99,89,36,1.99
352,Pontianak,ID,2021-04-01 18:25:50,-0.0333,109.3333,75.2,100,90,3.44
353,Goryachiy Klyuch,RU,2021-04-01 18:25:50,44.6308,39.13,51.01,71,0,4.47
354,Tiksi,RU,2021-04-01 18:25:51,71.6872,128.8694,-7.38,99,100,8.61
355,Ewa Beach,US,2021-04-01 18:25:51,21.3156,-158.0072,75.2,69,20,8.05
356,Itapirapua,BR,2021-04-01 18:25:52,-15.8233,-50.6133,90.27,46,22,1.81
357,Kutum,SD,2021-04-01 18:25:52,14.2,24.6667,78.49,13,24,7.83
358,Esperance,AU,2021-04-01 18:25:53,-33.8667,121.9,66.2,55,0,14.97
359,Turukhansk,RU,2021-04-01 18:25:53,65.8167,87.9833,3.4,79,14,15.19
360,Igarka,RU,2021-04-01 18:24:15,67.4667,86.5833,-2.38,93,33,9.91
361,San Quintin,MX,2021-04-01 18:25:54,30.4833,-115.95,68.95,43,0,7.11
362,Ucluelet,CA,2021-04-01 18:22:18,48.9329,-125.5528,46.0,100,90,5.75
363,Cherskiy,RU,2021-04-01 18:25:54,68.75,161.3,-23.4,97,5,2.93
364,Liberty,US,2021-04-01 18:25:55,31.8335,-81.5004,62.6,27,20,18.41
365,Kununurra,AU,2021-04-01 18:25:55,-15.7667,128.7333,75.2,73,100,4.61
366,Neryungri,RU,2021-04-01 18:24:14,56.6709,124.6491,-1.41,98,49,3.65
367,Amahai,ID,2021-04-01 18:22:22,-3.3333,128.9167,77.77,87,61,3.85
368,Mahates,CO,2021-04-01 18:25:57,10.2329,-75.1899,89.6,62,20,17.27
369,Taoudenni,ML,2021-04-01 18:25:57,22.6783,-3.9836,97.79,5,38,8.12
370,Ndioum,SN,2021-04-01 18:25:58,16.5129,-14.6471,107.6,14,0,2.3
371,Shahr-E Kord,IR,2021-04-01 18:25:58,32.3256,50.8644,53.6,43,0,6.91
372,Piacabucu,BR,2021-04-01 18:25:59,-10.4056,-36.4344,85.95,65,65,16.33
373,Dubrovytsya,UA,2021-04-01 18:26:00,51.5744,26.565,53.4,83,99,5.59
374,General Elizardo Aquino,PY,2021-04-01 18:26:00,-24.4333,-56.7,87.67,24,1,4.94
375,Altamira,BR,2021-04-01 18:26:01,-3.2033,-52.2064,77.0,94,75,3.44
376,Maniitsoq,GL,2021-04-01 18:26:01,65.4167,-52.9,31.93,97,100,45.92
377,Linxia,CN,2021-04-01 18:26:02,35.6003,103.2064,35.8,96,100,4.81
378,Isangel,VU,2021-04-01 18:26:02,-19.55,169.2667,77.58,88,100,12.01
379,San Ignacio,BZ,2021-04-01 18:26:03,17.1561,-89.0714,87.8,55,75,4.61
380,Kitgum,UG,2021-04-01 18:26:03,3.2783,32.8867,76.87,53,82,3.33
381,Margate,GB,2021-04-01 18:22:53,51.3813,1.3862,43.0,80,9,4.0
382,Ulaanbaatar,MN,2021-04-01 18:25:20,47.9077,106.8832,21.2,73,0,4.76
383,Dukat,RU,2021-04-01 18:26:04,62.55,155.55,-1.59,98,100,5.86
384,Maltahohe,NA,2021-04-01 18:26:05,-24.8333,16.9833,78.84,31,24,3.04
385,Yantal,RU,2021-04-01 18:26:05,56.8471,105.2542,7.41,98,98,3.33
386,Darhan,MN,2021-04-01 18:26:05,49.4867,105.9228,28.67,54,30,4.83
387,Ulladulla,AU,2021-04-01 18:26:06,-35.35,150.4667,60.01,100,81,9.22
388,Wagar,SD,2021-04-01 18:26:07,16.1525,36.2032,89.87,32,22,16.91
389,La Ronge,CA,2021-04-01 18:26:07,55.1001,-105.2842,46.4,49,87,4.61
390,Antofagasta,CL,2021-04-01 18:26:02,-23.65,-70.4,68.0,60,20,14.97
391,Skjervoy,NO,2021-04-01 18:26:08,70.0311,20.9714,37.24,76,100,7.78
392,Borogontsy,RU,2021-04-01 18:26:09,62.6683,131.1683,11.79,98,94,4.27
393,Kudahuvadhoo,MV,2021-04-01 18:26:09,2.6708,72.8944,83.95,75,90,15.03
394,Roald,NO,2021-04-01 18:26:10,62.5833,6.1333,41.0,87,90,21.85
395,Miastko,PL,2021-04-01 18:26:10,54.0028,16.9826,39.99,83,96,5.99
396,Nelidovo,RU,2021-04-01 18:26:11,56.2211,32.7774,35.92,95,100,2.37
397,Christchurch,NZ,2021-04-01 18:25:45,-43.5333,172.6333,54.0,87,20,1.14
398,Trat,TH,2021-04-01 18:26:11,12.5,102.5,82.0,99,84,4.12
399,Intipuca,SV,2021-04-01 18:26:12,13.1969,-88.0544,102.2,41,20,13.8
400,Kiunga,PG,2021-04-01 18:26:12,-6.1219,141.2906,73.44,99,100,2.35
401,Ixtapa,MX,2021-04-01 18:26:13,20.7,-105.2,80.6,41,1,10.36
402,Muskegon,US,2021-04-01 18:26:13,43.3,-86.1334,37.4,38,40,18.41
403,Yerbogachen,RU,2021-04-01 18:26:14,61.2767,108.0108,-10.35,100,95,1.81
404,Banjar,ID,2021-04-01 18:26:14,-8.19,114.9675,80.6,94,40,4.61
405,Snezhnogorsk,RU,2021-04-01 18:26:15,69.1933,33.2531,32.0,93,75,6.71
406,Kondoa,TZ,2021-04-01 18:26:15,-4.9,35.7833,62.96,84,83,3.49
407,Xam Nua,LA,2021-04-01 18:26:16,20.4197,104.0439,69.76,36,8,3.04
408,Goderich,CA,2021-04-01 18:26:17,43.7501,-81.7165,24.8,74,100,20.71
409,Ponta Delgada,PT,2021-04-01 18:26:17,37.7333,-25.6667,60.8,82,40,8.05
410,Erenhot,CN,2021-04-01 18:26:18,43.6475,111.9767,40.82,71,100,8.52
411,Fairbanks,US,2021-04-01 18:25:33,64.8378,-147.7164,5.0,78,90,9.22
412,Tottori,JP,2021-04-01 18:22:01,35.5,134.2333,48.24,63,99,2.26
413,Rugby,GB,2021-04-01 18:26:20,52.3709,-1.2642,46.0,79,48,1.01
414,Kampot,KH,2021-04-01 18:26:20,10.6167,104.1833,84.2,74,20,8.05
415,Whitehorse,CA,2021-04-01 18:26:09,60.7161,-135.0538,28.0,68,75,3.44
416,Ishigaki,JP,2021-04-01 18:26:21,24.3448,124.1572,76.35,92,21,6.46
417,Toma,BF,2021-04-01 18:26:22,12.7667,-2.8833,96.64,6,5,9.15
418,Saraland,US,2021-04-01 18:24:10,30.8207,-88.0706,61.0,18,1,21.85
419,Sampit,ID,2021-04-01 18:24:05,-2.5333,112.95,74.77,97,92,2.75
420,Irece,BR,2021-04-01 18:21:42,-11.3042,-41.8558,81.54,53,79,2.3
421,Andenes,NO,2021-04-01 18:26:23,69.3143,16.1194,37.4,87,100,16.11
422,Sainte-Anne-Des-Monts,CA,2021-04-01 18:25:14,49.124,-66.4924,32.0,93,100,10.8
423,Jackson,US,2021-04-01 18:21:32,42.4165,-122.8345,62.01,44,1,0.72
424,Bembereke,BJ,2021-04-01 18:26:24,10.2283,2.6634,89.53,12,42,4.14
425,Aklavik,CA,2021-04-01 18:26:24,68.2191,-135.0107,-11.2,70,75,14.97
426,Dolinsk,RU,2021-04-01 18:26:25,47.35,142.8,21.2,100,16,2.24
427,Camacha,PT,2021-04-01 18:26:25,33.0833,-16.3333,64.4,77,20,14.97
428,Sabang,ID,2021-04-01 18:26:26,5.8933,95.3214,82.49,78,100,21.88
429,Moyale,KE,2021-04-01 18:26:27,3.5167,39.0584,77.65,44,82,4.74
430,Kinnelon,US,2021-04-01 18:26:27,41.0018,-74.3671,50.0,34,90,12.66
431,Pechora,RU,2021-04-01 18:26:28,65.1472,57.2244,31.32,97,100,8.93
432,Manavalakurichi,IN,2021-04-01 18:26:28,8.1333,77.3,84.2,70,20,4.61
433,Grand Gaube,MU,2021-04-01 18:26:29,-20.0064,57.6608,77.0,83,12,4.0
434,Zapolyarnyy,RU,2021-04-01 18:26:29,69.4154,30.8136,33.8,86,90,3.44
435,Mayo,US,2021-04-01 18:21:47,38.8876,-76.5119,48.0,75,90,12.66
436,Dreux,FR,2021-04-01 18:26:30,48.6667,1.25,66.99,59,5,12.66
437,Diu,IN,2021-04-01 18:26:31,20.7141,70.9822,77.68,78,1,11.27
438,Dunedin,NZ,2021-04-01 18:26:31,-45.8742,170.5036,68.0,58,100,1.99
439,Mackay,AU,2021-04-01 18:22:19,-21.15,149.2,71.6,83,40,10.36
440,Meulaboh,ID,2021-04-01 18:22:09,4.1363,96.1285,76.17,77,100,3.4
441,Athens,GR,2021-04-01 18:23:32,37.9795,23.7162,51.01,62,20,3.44
442,Providencia,MX,2021-04-01 18:26:32,28.7167,-111.5833,86.0,23,55,4.0
443,Muroto,JP,2021-04-01 18:26:33,33.2833,134.15,63.82,77,100,20.38
444,Puerto Gaitan,CO,2021-04-01 18:22:37,4.3133,-72.0816,88.7,54,99,9.04
445,Beloha,MG,2021-04-01 18:26:33,-25.1667,45.05,72.1,72,0,14.65
446,Aykhal,RU,2021-04-01 18:26:34,66.0,111.5,-17.79,99,100,9.24
447,Lodwar,KE,2021-04-01 18:26:34,3.1191,35.5973,92.5,30,33,14.23
448,Eldorado,BR,2021-04-01 18:26:35,-23.7869,-54.2836,79.9,37,46,4.79
449,Padang,ID,2021-04-01 18:26:35,-0.9492,100.3543,78.8,78,90,2.3
450,Ossora,RU,2021-04-01 18:26:36,59.2353,163.0719,29.25,98,100,3.85
451,Port Hawkesbury,CA,2021-04-01 18:26:36,45.6169,-61.3485,53.6,76,90,19.57
452,Ochakiv,UA,2021-04-01 18:26:37,46.6128,31.5498,44.6,65,0,7.65
453,Paciran,ID,2021-04-01 18:26:37,-6.8767,112.3761,78.28,87,100,13.67
454,Samandag,TR,2021-04-01 18:26:37,36.0842,35.9771,53.6,82,75,9.22
455,Tatarskaya Kargala,RU,2021-04-01 18:26:38,51.9495,55.1731,33.8,80,0,13.42
456,Da Nang,VN,2021-04-01 18:26:38,16.0678,108.2208,78.8,89,20,1.14
457,Mahdalynivka,UA,2021-04-01 18:26:39,48.921,34.9156,50.0,53,0,2.24
458,Codrington,AU,2021-04-01 18:26:39,-38.2667,141.9667,60.21,57,67,5.37
459,Karwar,IN,2021-04-01 18:26:40,14.8,74.1333,79.07,74,51,9.55
460,Pasighat,IN,2021-04-01 18:26:40,28.0667,95.3333,65.75,87,83,8.39
461,Yarensk,RU,2021-04-01 18:26:41,62.1675,49.0916,31.93,97,100,7.0
462,Akhalgori,GE,2021-04-01 18:26:41,42.126,44.4833,46.4,66,40,5.75
463,Radhanpur,IN,2021-04-01 18:26:42,23.8333,71.6,85.98,5,0,7.78
464,Puerto Leguizamo,CO,2021-04-01 18:26:42,-0.1934,-74.7819,91.44,48,69,2.28
465,Tiznit,MA,2021-04-01 18:26:43,29.5833,-9.5,66.31,52,15,9.46
466,Madang,PG,2021-04-01 18:26:43,-5.2246,145.7966,76.15,92,100,5.91
467,Shelburne,CA,2021-04-01 18:26:44,44.0787,-80.2041,28.99,77,100,18.12
468,Mirador,BR,2021-04-01 18:26:44,-6.3708,-44.3631,82.15,83,100,1.61
469,Balaipungut,ID,2021-04-01 18:26:45,1.05,101.2833,75.51,86,93,3.36
470,Kachug,RU,2021-04-01 18:26:45,53.9606,105.8817,6.58,96,21,2.33
471,La Tebaida,CO,2021-04-01 18:26:45,4.4527,-75.7875,69.8,88,75,5.75
472,Togur,RU,2021-04-01 18:26:46,58.3631,82.8265,23.47,81,100,14.5
473,Huambo,AO,2021-04-01 18:26:46,-12.7761,15.7392,62.76,89,96,3.91
474,Merritt,CA,2021-04-01 18:26:47,50.1123,-120.7942,57.2,41,1,16.11
475,Bystrice Pod Hostynem,CZ,2021-04-01 18:26:48,49.3992,17.674,61.0,66,73,2.04
476,Ca Mau,VN,2021-04-01 18:22:06,9.1769,105.15,80.55,82,60,6.15
477,Ludvika,SE,2021-04-01 18:26:49,60.1496,15.1878,44.01,45,90,10.36
478,Husavik,IS,2021-04-01 18:26:50,66.0449,-17.3389,44.6,57,40,4.61
479,Ola,RU,2021-04-01 18:26:50,59.5833,151.2833,8.11,80,100,8.37
480,Wairoa,NZ,2021-04-01 18:26:51,-39.0333,177.3667,46.99,96,21,1.99
481,Rudnichnyy,RU,2021-04-01 18:26:52,59.617,52.4703,32.77,93,98,9.24
482,Iracoubo,GF,2021-04-01 18:26:52,5.4802,-53.2011,80.62,76,89,12.03
483,Marana,US,2021-04-01 18:26:53,32.4367,-111.2254,86.0,7,1,19.57
484,Bereda,ES,2021-04-01 18:26:53,43.2686,-7.5406,57.99,98,100,1.99
485,San Martin,AR,2021-04-01 18:26:53,-33.081,-68.4681,77.0,44,20,5.75
486,Maputo,MZ,2021-04-01 18:26:54,-25.9653,32.5892,78.8,78,20,8.05
487,Treinta Y Tres,UY,2021-04-01 18:26:54,-33.2333,-54.3833,69.55,64,47,7.99
488,Same,TZ,2021-04-01 18:26:55,-4.0667,37.7333,71.91,77,92,5.64
489,Kuytun,RU,2021-04-01 18:26:56,54.3419,101.5036,18.46,97,98,4.92
490,Vilyuysk,RU,2021-04-01 18:26:56,63.7553,121.6247,-0.6,85,57,10.67
491,New Castle,US,2021-04-01 18:26:56,41.0037,-80.347,30.99,80,90,11.5
492,Abatskoye,RU,2021-04-01 18:26:57,56.2875,70.4555,32.02,94,100,19.82
493,Nhulunbuy,AU,2021-04-01 18:26:58,-12.2333,136.7667,80.6,83,40,6.91
494,Vila,PT,2021-04-01 18:26:58,42.0304,-8.1588,55.99,91,99,1.99
495,Portland,US,2021-04-01 18:23:11,45.5234,-122.6762,60.01,54,20,3.44
496,Chifeng,CN,2021-04-01 18:26:59,42.2683,118.9636,50.56,50,100,4.7
497,Mount Gambier,AU,2021-04-01 18:23:03,-37.8333,140.7667,59.0,67,59,8.05
498,Mehamn,NO,2021-04-01 18:22:06,71.0357,27.8492,29.62,92,100,1.79
499,Douentza,ML,2021-04-01 18:27:00,14.9951,-2.9517,94.06,5,0,9.84
500,Cockburn Town,TC,2021-04-01 18:27:00,21.4612,-71.1419,80.6,57,40,17.27
501,Athabasca,CA,2021-04-01 18:27:01,54.7169,-113.2854,46.4,49,100,4.61
502,Aktau,KZ,2021-04-01 18:27:01,43.65,51.2,55.4,21,40,22.37
503,Beyneu,KZ,2021-04-01 18:27:02,45.3167,55.2,45.36,51,2,20.96
504,Nouadhibou,MR,2021-04-01 18:27:02,20.931,-17.0347,71.6,68,62,19.57
505,Cumadcad,PH,2021-04-01 18:27:03,12.9806,123.7892,75.11,80,83,4.59
506,The Pas,CA,2021-04-01 18:27:03,53.8251,-101.2541,44.6,45,20,14.97
507,Mahanoro,MG,2021-04-01 18:27:03,-19.9,48.8,76.14,83,61,7.02
508,Moree,AU,2021-04-01 18:27:04,-29.4667,149.85,60.8,72,0,8.05
509,Merrill,US,2021-04-01 18:27:05,45.1805,-89.6835,33.8,37,1,4.61
510,Nantucket,US,2021-04-01 18:23:11,41.2835,-70.0995,46.4,100,90,13.8
511,Taywarah,AF,2021-04-01 18:27:05,33.35,64.4167,44.98,32,54,4.45
512,Badiraguato,MX,2021-04-01 18:27:06,25.3667,-107.5167,78.8,47,20,10.36
513,Manggar,ID,2021-04-01 18:27:06,-2.8833,108.2667,78.46,86,100,2.62
514,Tubuala,PA,2021-04-01 18:27:07,9.5167,-79.0333,91.4,52,40,12.66
515,Northam,GB,2021-04-01 18:27:08,51.0333,-4.2167,54.0,81,16,8.01
516,Kasempa,ZM,2021-04-01 18:27:08,-13.4584,25.8338,66.97,83,84,4.94
517,Takoradi,GH,2021-04-01 18:27:09,4.8845,-1.7554,82.06,78,8,7.99
518,Aleksandrovsk-Sakhalinskiy,RU,2021-04-01 18:27:09,50.8975,142.1561,28.06,92,93,10.51
519,Hare Bay,CA,2021-04-01 18:27:10,48.8499,-54.0148,48.2,53,59,5.75
520,Todos Santos,MX,2021-04-01 18:27:10,23.45,-110.2167,72.0,75,100,5.01
521,Dogondoutchi,NE,2021-04-01 18:27:10,13.6393,4.0287,88.11,6,9,9.82
522,Bongandanga,CD,2021-04-01 18:27:11,1.5,21.05,78.67,72,99,2.37
523,Obigarm,TJ,2021-04-01 18:27:11,38.7173,69.7088,35.56,80,62,5.48
524,Acajutla,SV,2021-04-01 18:27:12,13.5928,-89.8275,91.4,31,20,9.22
525,Mogadishu,SO,2021-04-01 18:27:12,2.0371,45.3438,82.09,78,6,17.11
526,Arzgir,RU,2021-04-01 18:27:13,45.3728,44.2206,44.6,66,94,14.85
527,Alugan,PH,2021-04-01 18:27:13,12.2188,125.4808,79.74,74,82,7.72
528,Juneau,US,2021-04-01 18:27:14,58.3019,-134.4197,35.6,80,90,3.44
529,Eyl,SO,2021-04-01 18:27:14,7.9803,49.8164,78.35,65,1,8.48
530,Dresden,DE,2021-04-01 18:27:15,51.0509,13.7383,57.99,54,0,16.11
531,Port-Cartier,CA,2021-04-01 18:27:15,50.0334,-66.8654,33.01,100,90,17.27
532,Medicine Hat,CA,2021-04-01 18:24:39,50.0501,-110.6683,64.0,19,75,28.77
533,Tukan,RU,2021-04-01 18:27:16,53.8409,57.4552,30.72,90,100,15.37
534,Patacamaya,BO,2021-04-01 18:27:17,-17.2333,-67.9167,56.98,43,57,1.1
535,Ashington,GB,2021-04-01 18:27:17,50.9331,-0.3909,53.6,66,0,12.66
536,Qujing,CN,2021-04-01 18:23:05,25.4833,103.7833,59.0,50,18,1.99
537,Geraldton,AU,2021-04-01 18:27:18,-28.7667,114.6,77.0,88,90,10.36
538,Carahue,CL,2021-04-01 18:27:18,-38.7,-73.1667,62.6,77,90,10.36
539,Ust-Tsilma,RU,2021-04-01 18:27:19,65.441,52.1498,32.45,98,100,5.3
540,Kushmurun,KZ,2021-04-01 18:27:19,52.4503,64.6311,27.19,83,99,17.18
541,Shaunavon,CA,2021-04-01 18:23:25,49.6501,-108.4181,50.0,32,43,23.02
542,Nichinan,JP,2021-04-01 18:27:20,31.6,131.3667,62.01,72,100,11.99
543,Kupang,ID,2021-04-01 18:27:21,-10.1667,123.5833,77.04,90,100,7.02
544,Rivers,CA,2021-04-01 18:27:21,50.0308,-100.2403,55.4,24,75,25.32
545,Gorontalo,ID,2021-04-01 18:27:22,0.5412,123.0595,75.85,95,99,3.31
546,Xining,CN,2021-04-01 18:27:22,36.6167,101.7667,32.18,94,100,3.78
547,Uyemskiy,RU,2021-04-01 18:27:22,64.4743,40.8524,30.2,100,90,6.71
548,Araguaina,BR,2021-04-01 18:27:23,-7.1911,-48.2072,82.22,74,100,3.44
549,Santa Isabel,BR,2021-04-01 18:25:14,-23.3156,-46.2214,77.0,41,75,4.61
550,Ramgarh,IN,2021-04-01 18:27:24,23.6333,85.5167,80.6,24,0,6.51
551,Inta,RU,2021-04-01 18:27:24,66.0317,60.1659,29.68,95,92,9.51
552,Udachnyy,RU,2021-04-01 18:24:15,66.4167,112.4,-17.36,98,100,8.5
553,Naze,JP,2021-04-01 18:27:25,28.3667,129.4833,65.95,96,100,17.36
554,Gillette,US,2021-04-01 18:27:26,44.2911,-105.5022,60.8,16,1,13.8
555,Khandyga,RU,2021-04-01 18:27:26,62.6667,135.6,18.7,96,100,4.56
556,Kingston Upon Hull,GB,2021-04-01 18:27:13,53.7446,-0.3353,44.6,65,90,11.5
557,Voznesenye,RU,2021-04-01 18:27:27,61.0106,35.4781,30.2,91,79,7.05
558,Botwood,CA,2021-04-01 18:27:27,49.1499,-55.3482,48.2,61,20,12.66
559,Carutapera,BR,2021-04-01 18:27:28,-1.195,-46.02,80.15,87,86,6.15
560,Eyrarbakki,IS,2021-04-01 18:27:28,63.863,-21.1481,41.0,87,90,11.5
561,Zeya,RU,2021-04-01 18:27:29,53.75,127.2667,26.55,96,100,2.77
562,Burns Lake,CA,2021-04-01 18:27:29,54.2331,-125.7533,35.6,38,48,13.8
563,Sao Luiz Gonzaga,BR,2021-04-01 18:27:30,-28.4083,-54.9608,75.7,47,7,6.67
564,Cravo Norte,CO,2021-04-01 18:27:30,6.3017,-70.2041,90.16,41,95,6.15
565,Inhambane,MZ,2021-04-01 18:27:30,-23.865,35.3833,77.0,73,0,8.9
